onetsoccode,Image_Generation_AIOE,Language_Modeling_AIOE
17-2112.03,0.954679206051737,0.882823501106159
17-2112.03,0.954679206051737,0.2195648972679391
17-2121.00,1.1124089439752205,0.30772989910317955
17-2131.00,1.4309093232908434,0.6326422316184348
17-2141.00,1.635750076891778,0.7620075273996127
17-2141.00,1.635750076891778,0.5758798695942032
17-2141.00,1.635750076891778,0.5744548970742889
17-2141.01,1.3459360990379254,0.7620075273996127
17-2141.01,1.3459360990379254,0.5758798695942032
17-2141.01,1.3459360990379254,0.5744548970742889
17-2141.02,1.7287270958076486,0.7620075273996127
17-2141.02,1.7287270958076486,0.5758798695942032
17-2141.02,1.7287270958076486,0.5744548970742889
17-2151.00,1.8410719936396636,0.9636837738271543
17-2161.00,1.420347539088803,1.0058456181738629
17-2171.00,1.6764336961388797,1.062390587320816
17-2199.03,1.6141630439509302,1.036465581974758
17-2199.03,1.6141630439509302,0.7256836572065145
17-2199.03,1.6141630439509302,0.49189862173297644
17-2199.03,1.6141630439509302,0.5183794591514944
17-2199.03,1.6141630439509302,0.09515638584706143
17-2199.03,1.6141630439509302,0.48646479764294204
17-2199.03,1.6141630439509302,0.7003164335613566
17-2199.03,1.6141630439509302,0.3680345834818245
17-2199.05,1.255605423814479,1.036465581974758
17-2199.05,1.255605423814479,0.7256836572065145
17-2199.05,1.255605423814479,0.49189862173297644
17-2199.05,1.255605423814479,0.5183794591514944
17-2199.05,1.255605423814479,0.09515638584706143
17-2199.05,1.255605423814479,0.48646479764294204
17-2199.05,1.255605423814479,0.7003164335613566
17-2199.05,1.255605423814479,0.3680345834818245
17-2199.06,0.9607223980870969,1.036465581974758
17-2199.06,0.9607223980870969,0.7256836572065145
17-2199.06,0.9607223980870969,0.49189862173297644
17-2199.06,0.9607223980870969,0.5183794591514944
17-2199.06,0.9607223980870969,0.09515638584706143
17-2199.06,0.9607223980870969,0.48646479764294204
17-2199.06,0.9607223980870969,0.7003164335613566
17-2199.06,0.9607223980870969,0.3680345834818245
17-2199.07,1.57053835056624,1.036465581974758
17-2199.07,1.57053835056624,0.7256836572065145
17-2199.07,1.57053835056624,0.49189862173297644
17-2199.07,1.57053835056624,0.5183794591514944
17-2199.07,1.57053835056624,0.09515638584706143
17-2199.07,1.57053835056624,0.48646479764294204
17-2199.07,1.57053835056624,0.7003164335613566
17-2199.07,1.57053835056624,0.3680345834818245
17-2199.08,1.1977110609572221,1.036465581974758
17-2199.08,1.1977110609572221,0.7256836572065145
17-2199.08,1.1977110609572221,0.49189862173297644
17-2199.08,1.1977110609572221,0.5183794591514944
17-2199.08,1.1977110609572221,0.09515638584706143
17-2199.08,1.1977110609572221,0.48646479764294204
17-2199.08,1.1977110609572221,0.7003164335613566
17-2199.08,1.1977110609572221,0.3680345834818245
17-2199.09,0.9926418007435337,1.036465581974758
17-2199.09,0.9926418007435337,0.7256836572065145
17-2199.09,0.9926418007435337,0.49189862173297644
17-2199.09,0.9926418007435337,0.5183794591514944
17-2199.09,0.9926418007435337,0.09515638584706143
17-2199.09,0.9926418007435337,0.48646479764294204
17-2199.09,0.9926418007435337,0.7003164335613566
17-2199.09,0.9926418007435337,0.3680345834818245
17-2199.10,1.602602762330198,1.036465581974758
17-2199.10,1.602602762330198,0.7256836572065145
17-2199.10,1.602602762330198,0.49189862173297644
17-2199.10,1.602602762330198,0.5183794591514944
17-2199.10,1.602602762330198,0.09515638584706143
17-2199.10,1.602602762330198,0.48646479764294204
17-2199.10,1.602602762330198,0.7003164335613566
17-2199.10,1.602602762330198,0.3680345834818245
17-2199.11,0.7262369386008454,1.036465581974758
17-2199.11,0.7262369386008454,0.7256836572065145
17-2199.11,0.7262369386008454,0.49189862173297644
17-2199.11,0.7262369386008454,0.5183794591514944
17-2199.11,0.7262369386008454,0.09515638584706143
17-2199.11,0.7262369386008454,0.48646479764294204
17-2199.11,0.7262369386008454,0.7003164335613566
17-2199.11,0.7262369386008454,0.3680345834818245
17-3011.00,1.756386400640181,0.4992167645129086
17-3012.00,1.4216137668970548,0.5177075795040348
17-3013.00,1.841571062417273,0.30618816510575775
17-3021.00,0.5782936426921782,0.12293334544852594
17-3022.00,1.5376917942834343,0.47965158218726367
17-3023.00,1.0481714876631398,0.03619196350682637
17-3024.00,0.32605059211381127,-0.675923805657428
17-3024.00,0.32605059211381127,-0.6019210056133187
17-3024.01,0.2748862209035375,-0.675923805657428
17-3024.01,0.2748862209035375,-0.6019210056133187
17-3025.00,0.3524367357966785,-0.20562423069439612
17-3026.00,1.0697696812381432,0.2713612146227769
17-3026.00,1.0697696812381432,-0.06842317437718701
17-3026.01,0.41638462271279514,0.2713612146227769
17-3026.01,0.41638462271279514,-0.06842317437718701
17-3027.00,0.22422543835487344,-0.31254806621307485
17-3027.00,0.22422543835487344,-0.437608597201553
17-3027.01,0.10872152954470493,-0.31254806621307485
17-3027.01,0.10872152954470493,-0.437608597201553
17-3029.01,0.25482816642223743,-0.4523266145023907
17-3029.01,0.25482816642223743,-0.33320075088928325
17-3029.08,0.4699460974469132,-0.4523266145023907
17-3029.08,0.4699460974469132,-0.33320075088928325
17-3031.00,1.0395771216940326,-0.2691111129241262
19-1011.00,0.8729626653300592,0.8286729808486759
19-1012.00,1.056754499080293,0.49781325800511406
19-1013.00,0.7149304239979803,0.49570536359177814
19-1021.00,1.0530557792533708,0.7691254198827921
19-1022.00,1.0900254987465237,0.39968119773617133
19-1023.00,0.20015302531170998,0.2716228864411392
19-1029.01,1.5420123913672112,0.9762549454591493
